GiaMoCua,KhoiLuong,BienDong,ChiSoRSI,TangGia
79.5,15057.5,4.65,29.4,0
38.8,14463.4,0.55,38.8,1
20.1,22844.5,0.13,24.3,1
81.1,11854.9,3.85,52.3,1
37.7,18775.6,3.56,29.1,0
14.7,37771.9,0.6,61.4,1
85.9,24486.0,2.28,56.1,0
14.2,33200.7,0.71,41.8,1
49.1,20814.1,2.48,28.4,1
86.9,49270.5,3.56,49.6,1
15.1,19139.1,2.33,28.5,1
51.4,45247.7,2.13,66.1,1
13.3,24830.5,4.15,53.3,0
81.6,34359.3,4.83,63.1,0
86.0,48912.3,4.59,44.1,1
11.4,20404.2,4.77,30.1,0
76.8,19889.6,1.95,64.1,1
71.5,18938.6,4.4,78.8,1
95.7,36804.6,1.72,42.2,1
67.1,46033.3,2.25,71.3,1
87.4,44507.7,2.83,76.4,1
23.4,22121.6,4.57,53.8,1
34.8,47636.1,2.22,28.5,0
62.8,45717.9,0.31,37.1,1
33.8,44386.7,0.46,33.2,0
70.0,32218.1,2.0,61.8,1
38.0,27983.5,0.28,71.2,1
51.5,15797.0,3.19,77.6,0
47.7,27540.2,0.19,64.4,0
82.1,23650.3,0.55,46.4,0
84.8,19156.1,4.05,55.5,0
36.6,40055.3,1.54,63.3,0
41.4,31851.9,3.46,79.7,0
97.4,41258.9,3.74,35.4,0
30.4,17973.0,3.79,77.1,1
82.8,26919.3,1.19,40.7,1
81.3,18215.6,0.13,62.9,1
52.2,31302.7,3.98,46.6,1
77.3,40312.9,2.93,24.7,0
63.5,30901.1,3.31,44.9,1
54.4,41943.3,2.5,67.4,0
47.2,35042.7,0.43,58.3,0
73.5,14934.6,2.09,59.1,1
98.8,20794.0,2.36,56.7,0
78.0,41085.4,1.37,56.7,0
53.3,40263.6,3.56,23.1,0
77.1,48993.5,1.59,56.9,1
32.4,39539.5,4.18,66.4,0
88.9,45368.1,0.25,77.1,1
68.1,41289.7,3.4,54.7,1
65.9,23962.4,1.15,79.3,1
26.1,30439.7,1.85,27.7,1
53.5,33889.1,1.02,32.2,0
90.2,46951.3,3.95,21.7,0
87.5,16782.2,0.87,47.8,0
35.9,48538.0,1.08,54.6,1
26.1,33086.0,2.07,50.4,1
94.7,42685.0,3.96,63.4,1
16.8,33551.1,0.21,54.2,0
88.6,14072.5,4.49,22.1,0
86.1,17120.5,0.05,72.7,0
54.9,27383.8,1.58,26.2,0
10.2,45600.2,3.15,52.9,1
48.8,19990.1,4.27,77.8,1
43.6,27167.4,1.16,80.0,0
82.8,48575.7,3.96,74.7,1
83.4,45522.1,2.48,21.1,0
88.3,32990.6,0.18,34.6,0
88.9,29662.4,0.06,72.0,0
83.7,13521.9,1.32,57.0,0
57.0,44735.0,0.57,68.7,1
47.2,40642.7,4.87,44.9,0
39.9,41641.1,3.51,21.6,0
77.7,35059.1,3.52,29.1,1
70.3,35915.3,1.86,48.4,1
27.0,31230.2,4.4,30.4,1
90.7,11719.4,1.16,33.7,1
42.9,35087.0,4.73,21.9,1
47.1,47908.8,1.89,44.3,1
52.2,17850.0,2.79,44.2,0
68.0,46274.3,2.23,62.5,0
46.4,24030.8,4.76,52.0,1
84.9,41073.9,0.67,22.8,1
10.0,20748.2,0.85,73.1,0
84.2,19182.7,4.42,48.6,1
51.3,44099.4,2.8,23.5,1
63.0,26036.6,1.08,57.0,0
53.9,25187.1,1.51,72.9,0
17.4,41980.3,4.8,34.7,0
13.4,23140.5,3.24,32.4,0
64.0,17485.8,2.05,20.2,1
71.8,45994.6,1.02,31.7,1
97.4,37996.4,3.49,79.8,1
56.0,11776.8,3.81,72.0,0
69.0,33206.9,3.66,59.1,1
10.3,17946.7,4.02,77.1,1
26.9,44734.1,3.29,55.8,0
14.9,32293.3,0.87,52.6,0
56.1,41622.0,1.05,75.3,1
59.0,39909.7,0.66,48.9,0
79.0,23223.8,4.11,62.0,1
21.2,20849.8,3.04,27.3,1
26.7,22409.1,3.07,39.7,1
56.3,38437.5,3.63,67.4,1
66.7,33298.9,0.25,31.8,0
96.7,18724.4,3.75,39.3,0
11.7,25167.0,4.06,44.3,0
99.7,33144.7,1.51,62.3,1
34.9,26813.6,1.33,78.5,0
46.3,34571.7,4.17,45.3,1
96.3,42206.7,2.08,55.0,0
75.9,27125.9,1.57,79.2,1
49.2,36363.6,2.7,69.1,1
73.5,46675.4,1.13,52.3,1
12.8,23729.8,0.19,73.7,1
30.1,25840.5,4.42,33.2,1
40.2,38391.1,1.93,50.3,1
12.0,43564.7,4.73,35.4,0
75.9,37420.5,2.95,50.8,0
33.6,38255.0,1.81,67.4,0
49.2,43461.7,2.29,38.1,0
78.0,30595.7,4.25,66.8,1
27.1,11637.9,4.56,71.9,1
35.7,33435.9,1.23,54.3,1
86.0,49115.3,4.74,26.0,0
10.7,39607.1,1.37,33.3,1
11.8,13860.4,0.49,52.4,1
21.8,14289.4,3.45,77.9,0
27.3,26955.2,2.03,51.8,0
11.5,20463.4,1.86,54.6,0
54.1,45542.4,4.21,71.4,1
88.8,22364.0,3.58,71.3,0
34.3,44728.4,4.64,76.7,0
11.9,45826.3,3.77,48.0,1
32.3,35274.7,3.45,77.1,1
75.7,32335.0,2.31,26.3,0
26.1,33889.2,3.49,22.1,1
97.8,12437.5,2.72,22.6,0
57.4,22229.4,4.65,75.4,0
83.0,28999.5,3.87,24.2,1
87.0,22068.1,3.82,60.1,1
61.8,42000.1,2.33,60.5,1
75.8,33671.5,2.1,36.6,1
70.5,48102.3,2.96,34.6,0
35.6,19519.7,0.64,48.9,1
80.3,30274.4,0.0,39.9,1
47.2,34908.1,3.74,28.3,1
98.6,42221.3,3.17,68.2,0
13.8,14358.8,3.55,63.2,0
25.7,33094.0,1.18,74.5,0
98.8,40829.4,2.89,61.4,1
85.2,16891.4,2.02,41.4,0
46.8,47972.4,3.28,36.0,1
69.6,28963.6,3.53,30.4,0
55.5,31972.5,2.93,61.0,1
63.4,46442.5,0.69,57.0,0
22.2,19687.5,2.8,57.8,0
69.8,14893.0,3.85,52.8,0
77.1,47375.8,4.59,72.8,0
12.8,35728.9,4.26,30.0,0
66.5,37048.9,2.58,23.6,1
49.1,37740.9,4.92,39.7,1
75.1,36998.3,4.39,69.7,1
26.0,28121.6,0.29,59.1,1
32.3,47882.7,4.76,55.3,1
10.9,45789.2,1.94,65.8,0
97.2,17699.5,1.35,34.1,0
84.0,20237.6,1.65,56.4,1
66.0,11910.7,0.73,62.0,1
95.1,46129.8,1.54,51.8,1
98.1,32028.6,2.53,21.8,1
70.6,14452.2,4.2,75.4,0
70.4,15841.0,2.63,37.4,1
20.8,39215.3,1.46,21.3,1
35.4,21850.1,3.75,62.6,0
75.2,33938.0,3.84,45.1,1
65.5,30987.4,4.81,49.1,0
83.4,32540.4,2.35,60.2,0
29.6,48378.1,4.59,43.7,0
85.8,44627.7,2.26,39.7,1
78.2,12683.7,4.32,32.9,0
17.1,13116.1,1.42,34.3,0
80.4,12633.4,2.53,63.6,0
32.2,28718.2,3.36,66.2,0
83.9,15724.8,4.31,41.3,1
97.1,24475.0,4.36,62.6,0
55.0,38357.5,3.16,50.2,0
24.2,26842.0,0.68,35.4,1
32.2,35836.0,2.33,52.8,0
62.8,22740.8,4.13,56.4,0
93.4,48141.4,0.21,58.8,1
11.5,26873.6,3.17,26.3,1
13.1,20071.8,0.78,60.5,1
83.2,22461.0,0.13,71.6,1
45.2,14384.5,3.79,68.0,1
29.1,11289.2,2.99,24.3,0
47.4,16465.3,0.17,32.2,0
62.0,35540.6,3.7,44.7,0
31.9,49385.5,3.16,48.6,0
50.6,38498.8,3.41,66.0,1
72.0,28421.8,0.8,29.9,1
17.8,17122.2,4.93,37.8,1
96.7,44846.6,4.76,28.3,1
94.0,34896.0,2.84,64.8,0
58.6,33846.7,3.02,33.5,1
74.4,14784.8,1.64,21.0,1
89.9,26545.7,4.94,43.0,0
55.1,38330.9,4.47,66.1,0
12.4,18574.7,3.56,47.4,1
72.7,28514.1,1.64,22.5,1
87.0,34933.4,0.82,26.7,0
83.7,38404.5,1.07,58.1,1
89.6,49664.9,2.79,68.3,0
38.8,42383.6,1.79,31.0,0
55.7,23187.0,2.13,40.5,1
88.8,16993.0,2.64,48.1,0
90.9,42317.4,1.11,55.7,0
30.4,13585.0,3.47,54.5,0
23.0,28535.4,4.51,22.5,1
96.0,43383.9,4.46,66.5,0
72.2,29824.3,0.92,50.8,1
63.4,23673.2,2.44,53.5,1
34.4,16182.1,1.8,77.7,0
83.7,38564.4,2.44,43.5,0
41.6,49013.4,3.82,72.4,1
94.8,48444.3,1.67,44.8,1
47.2,24325.5,0.33,24.2,0
67.5,44910.8,3.33,72.3,0
33.9,10781.9,2.94,32.3,0
47.3,45791.3,2.01,72.4,1
78.5,31976.4,4.01,74.3,0
66.7,16096.7,2.56,72.3,0
19.2,20984.9,1.37,32.2,0
97.7,37870.3,2.87,63.1,0
13.3,25557.8,1.71,46.0,0
17.8,21025.8,3.22,45.4,1
28.7,46077.2,1.9,40.2,1
15.1,35224.7,2.78,78.7,0
41.3,48743.1,2.2,31.7,0
47.1,14328.2,2.29,74.1,1
61.8,11557.4,4.37,27.3,1
91.8,39453.0,0.69,73.1,0
22.1,27437.7,3.45,50.5,0
32.6,21645.0,1.46,40.2,1
65.6,40758.5,1.88,25.4,0
30.4,19036.2,3.9,74.4,0
36.6,36367.3,0.95,29.5,1
50.5,23936.6,3.85,53.9,1
39.8,30733.9,2.9,67.2,0
64.8,25557.0,1.85,20.4,1
31.7,35727.8,1.44,53.8,0
58.8,33353.1,2.71,68.3,1
76.6,25271.4,2.35,50.1,0
25.7,20337.0,3.84,57.0,0
48.6,18370.3,1.87,73.6,0
36.6,39749.3,1.85,40.4,1
13.8,41529.8,1.36,77.6,0
74.4,48118.6,3.15,43.1,1
36.9,40145.6,1.79,26.8,0
42.1,47276.3,4.64,29.7,1
36.9,15643.1,0.98,74.9,1
15.0,15374.3,1.79,55.4,0
28.5,29410.8,2.28,35.2,1
74.4,28200.4,1.1,29.7,1
71.6,19264.1,1.29,59.3,1
73.3,45852.6,1.19,66.3,1
20.7,39094.5,3.98,73.3,0
86.0,13761.3,0.73,53.7,0
57.4,17535.8,3.18,78.9,1
86.6,20857.9,3.06,77.3,1
74.8,47955.4,1.77,20.8,1
77.2,26927.6,2.8,67.1,1
66.2,38123.5,2.73,33.2,0
18.2,17041.1,1.96,59.7,1
45.3,11183.6,0.24,70.8,1
84.6,33057.9,3.46,44.8,0
24.3,31001.2,3.6,73.4,0
87.4,40055.4,1.36,44.4,1
98.7,38667.1,1.66,51.7,0
43.4,42858.5,2.54,51.9,0
94.6,34690.3,1.14,65.2,0
39.9,14829.2,3.02,49.7,0
51.4,34076.8,1.99,42.8,0
26.5,27179.9,3.26,69.5,0
89.6,38931.3,2.76,51.3,0
35.2,26397.6,1.83,69.2,0
14.4,46466.7,4.11,49.9,1
94.7,32679.3,3.77,63.8,0
44.8,40561.5,0.65,21.8,1
28.2,47139.8,3.32,65.8,1
70.2,23943.3,4.62,59.4,0
36.7,16649.8,2.63,49.8,1
21.7,41745.5,1.69,27.4,1
34.9,14029.3,4.3,28.7,1
85.2,42103.1,0.39,71.3,1
82.9,19276.7,1.5,39.2,0
44.4,45114.6,4.32,34.6,0
60.9,46687.5,2.78,51.8,0
77.2,36647.5,2.22,68.6,0
81.9,12002.4,4.97,61.9,1
73.4,28037.1,1.62,71.8,1
46.7,46426.1,2.73,31.5,1
39.0,35028.7,4.6,50.6,1
57.4,46586.9,1.97,32.3,1
53.7,20803.1,2.51,58.6,0
37.5,12471.3,0.81,46.7,1
17.8,35524.6,4.34,50.5,0
57.3,20416.3,4.35,60.5,1
83.1,40381.0,2.3,68.4,1
17.1,11218.9,4.2,33.4,1
83.8,16425.4,4.17,26.3,0
77.1,18829.8,1.43,68.2,0
94.2,49071.0,1.23,40.8,0
59.6,15687.5,3.49,48.4,0
95.2,20116.3,3.28,45.9,0
56.7,11804.3,1.4,78.4,0
76.8,22161.7,4.31,56.1,1
93.7,20291.1,4.29,75.0,0
56.7,15224.5,4.81,24.5,1
61.5,17919.9,2.52,33.6,0
56.3,10700.9,2.45,22.1,0
97.4,24347.2,4.0,20.3,0
99.5,33305.5,3.99,45.1,1
47.6,24471.0,2.28,23.8,1
94.4,42903.9,3.69,20.0,1
32.0,39758.5,0.91,70.9,1
82.2,40837.6,2.52,41.9,0
30.6,21729.5,2.14,31.0,0
59.1,41950.0,1.64,43.6,0
86.8,13785.8,1.82,46.7,0
53.6,40897.0,4.62,75.7,0
61.6,47354.6,4.56,37.8,0
14.5,10679.4,3.38,32.0,0
90.0,32348.0,2.93,68.2,0
92.5,15715.6,4.73,29.7,0
88.2,28922.6,1.24,60.8,1
43.9,11623.8,3.88,59.8,1
58.6,36193.3,2.17,29.0,1
58.7,32658.8,2.23,67.6,1
66.0,40259.9,2.44,72.7,1
32.8,43962.5,1.04,50.6,0
15.4,17491.8,2.51,33.3,1
42.2,14111.6,3.12,56.4,0
70.4,31087.1,2.68,57.1,1
74.4,46226.9,3.13,69.3,0
32.7,13568.9,3.0,75.8,1
74.2,23407.9,3.05,74.9,0
11.3,22775.1,1.48,46.6,1
87.2,32922.9,4.52,79.8,1
50.3,29663.0,0.47,64.7,1
44.1,28332.3,3.61,61.2,1
30.9,47602.3,2.94,57.4,1
83.8,48353.5,1.08,31.0,1
29.8,41600.2,0.31,59.7,1
43.4,13846.9,0.18,76.2,0
52.4,16230.0,4.31,38.1,0
95.6,21464.9,3.44,44.5,0
78.2,17455.0,4.42,27.4,0
23.8,45655.3,4.19,43.1,0
44.1,24676.4,4.1,38.9,1
22.0,25287.1,1.99,65.4,1
10.7,18332.6,2.53,74.0,1
82.5,32544.0,1.2,50.4,1
61.9,14440.1,4.41,46.7,1
36.8,13546.7,4.23,32.5,0
62.0,37871.6,4.24,61.2,1
11.0,42459.1,1.16,23.7,0
25.1,40510.1,1.59,47.9,0
25.3,35769.7,3.3,25.8,1
56.5,18854.0,1.38,61.8,1
54.2,28380.1,3.84,42.4,0
13.4,17732.5,4.91,42.6,0
79.4,17850.1,0.04,22.9,1
57.6,14856.3,3.92,47.6,0
12.6,25066.2,2.07,79.3,0
11.4,13194.4,3.33,21.1,0
63.0,16758.8,0.46,71.7,1
40.2,29970.4,2.36,69.6,0
16.4,47154.2,1.34,58.7,1
45.9,47450.2,1.72,58.3,0
51.9,20011.5,2.87,76.0,1
29.9,38178.9,4.08,64.8,0
72.0,26554.3,2.3,40.1,0
98.2,39768.2,1.37,37.9,0
60.4,20765.1,3.21,61.2,1
97.9,38139.7,4.05,75.7,1
11.9,26767.4,3.03,65.0,1
86.5,24415.8,1.41,50.4,1
37.7,11770.4,1.15,76.3,0
71.1,25777.2,3.37,27.0,1
71.4,13538.6,4.14,45.7,1
41.3,21956.9,0.15,32.3,0
15.9,41598.1,3.76,65.2,0
26.6,22107.4,2.32,37.9,0
84.2,14898.3,2.84,72.5,0
71.5,16372.3,2.89,30.6,1
20.5,15073.8,1.19,28.1,1
71.8,23862.2,1.38,32.3,1
68.6,11964.0,2.17,34.1,1
64.8,37922.5,2.84,31.7,1
16.6,31381.0,4.89,29.6,1
27.5,43124.7,0.97,38.6,1
39.2,27222.4,1.63,38.2,0
77.8,17085.2,1.16,64.7,0
82.5,25008.0,1.66,58.4,1
14.9,11892.8,2.14,25.5,1
59.4,42193.0,3.16,56.1,1
14.9,29965.6,0.19,35.1,1
17.0,18615.4,3.25,46.6,1
39.7,29193.3,4.31,55.2,0
64.8,21301.4,4.1,75.1,0
53.7,25175.4,1.03,25.7,0
78.5,22045.4,0.84,57.0,1
94.4,43325.2,0.04,47.7,0
72.4,22814.2,3.12,55.5,0
89.7,32888.8,0.77,55.3,1
85.4,19244.7,3.51,72.7,0
98.1,27947.0,2.6,55.5,0
35.4,34874.2,4.62,34.3,0
24.6,49382.7,0.58,60.8,1
69.4,37669.7,4.05,25.9,0
47.0,37705.5,1.78,41.0,0
78.2,36266.3,1.07,79.4,0
69.8,35238.5,0.52,27.3,0
26.9,13408.2,2.06,45.7,0
66.9,11150.8,3.9,54.6,1
20.3,45817.4,3.33,59.3,0
13.7,49626.8,1.15,44.2,1
19.0,15405.7,4.48,68.2,1
52.4,39459.7,0.22,23.9,1
31.4,35355.4,3.92,79.1,0
29.7,42966.6,0.21,25.0,1
60.1,38234.7,4.77,68.4,1
36.6,27154.0,2.71,53.2,1
93.2,17665.1,3.58,51.0,1
88.9,25157.4,2.66,69.1,1
23.0,27861.8,4.63,74.3,1
47.6,14104.2,2.24,78.7,0
92.9,11328.1,1.47,70.2,1
86.7,37173.0,3.33,22.3,0
15.3,17016.4,2.83,62.4,1
49.2,22128.6,3.74,76.1,1
31.4,38559.4,0.3,27.6,0
43.1,16210.1,3.45,42.9,0
34.3,41486.0,3.94,75.0,1
73.8,10528.9,3.76,34.6,0
35.1,12418.6,3.77,77.8,1
71.4,28397.1,2.64,33.2,0
18.7,17825.2,0.02,71.5,1
42.0,48436.3,3.39,38.9,0
93.7,47521.6,2.18,66.9,0
55.4,21874.7,2.02,72.3,1
83.4,38867.7,3.21,73.8,1
68.6,17326.7,1.6,74.5,1
58.6,17357.8,0.49,37.7,0
20.0,32497.5,1.49,34.2,0
19.9,39791.2,0.83,65.9,0
22.5,26337.8,0.67,74.7,0
60.3,44879.8,3.47,30.8,0
92.0,23884.6,4.89,46.4,1
78.3,13694.1,2.47,75.6,0
44.6,33968.8,3.88,54.1,0
37.6,27753.3,4.16,51.7,0
65.7,43149.6,2.66,43.6,1
30.5,25977.3,1.79,54.2,0
20.7,22807.9,1.38,76.5,1
56.1,27901.0,1.21,67.0,1
37.9,40868.3,2.99,45.6,0
68.1,38132.1,0.71,40.6,0
66.7,37038.6,3.91,75.8,0
18.8,10622.8,3.07,63.9,0
53.9,26525.2,1.51,58.1,1
80.6,10163.7,4.13,76.0,0
23.1,28024.1,1.53,58.3,0
15.8,44868.6,3.8,79.3,0
34.6,32634.9,4.66,26.5,0
44.9,26802.3,4.09,55.3,0
16.9,31385.9,3.52,52.4,0
22.3,18713.6,4.48,39.3,0
33.8,49423.3,3.83,45.8,1
57.0,14835.2,1.78,22.5,0
46.5,46181.1,4.34,34.1,1
94.7,31038.3,1.83,39.0,1
47.2,14214.6,4.92,36.6,0
36.6,47326.0,3.92,76.3,1
60.1,46806.7,3.58,50.0,0
26.4,34537.0,0.92,38.4,0
85.6,27325.5,3.34,52.3,1
42.2,14639.3,0.03,40.5,1
45.9,17144.1,1.86,43.7,1
51.4,23201.7,4.22,52.9,0
58.3,41846.2,0.05,25.3,0
83.0,45379.7,4.87,48.4,0
15.9,37128.2,2.38,46.9,0
14.1,39516.9,1.42,48.8,0
15.3,40800.6,3.44,58.0,0
89.1,47748.6,1.29,74.0,1
78.6,39427.7,4.12,77.5,0
43.3,40661.2,4.46,33.3,1
52.4,46541.3,1.38,79.4,1
87.7,48565.6,3.34,40.2,0
41.6,17071.8,0.22,56.7,1
75.4,31650.7,3.42,73.3,1
39.1,19968.8,4.74,46.0,1
76.5,43366.7,3.53,50.3,0
79.9,32937.3,4.43,35.0,0
80.3,39545.2,3.93,29.1,1
82.0,11444.0,4.05,31.6,1
80.3,38519.7,2.08,41.0,0
27.8,38672.4,2.91,66.3,0
29.7,34029.5,3.83,70.5,1
59.0,36604.4,3.31,54.4,1
57.2,17651.8,2.07,42.4,1
64.1,41617.7,2.84,73.8,0
66.1,47351.9,4.6,78.7,0
58.1,31380.2,1.85,75.8,1
18.7,26867.6,3.9,66.6,1
50.2,48375.7,2.06,20.4,1
27.9,11636.4,0.26,50.9,0
77.6,26043.8,0.06,36.4,0
45.5,23562.5,2.13,55.4,0
23.4,11610.1,3.51,63.0,0
74.1,10289.4,2.97,26.5,1
86.5,46580.1,3.08,43.2,0
12.3,26904.6,3.98,41.7,1
75.9,13400.3,4.71,25.3,0
16.5,25498.2,4.02,38.1,1
32.1,48265.2,3.77,59.2,0
46.4,44027.2,2.98,20.9,1
74.7,14795.2,0.39,45.5,0
19.1,37353.5,0.57,25.4,1
44.6,43367.5,2.49,43.3,0
92.0,32314.0,1.0,38.0,0
90.1,41121.0,3.0,21.1,1
25.5,39681.2,4.93,55.6,0
73.8,45598.5,0.83,75.3,1
22.4,48080.8,2.64,42.0,0
71.6,30163.7,2.9,36.9,0
94.6,36101.1,0.8,30.5,0
52.4,28200.8,2.93,53.9,1
65.0,42006.0,2.0,68.4,0
92.4,39621.6,3.92,63.0,1
58.9,48685.9,0.83,24.1,0
36.6,17619.6,4.04,27.9,0
74.0,27392.0,2.83,35.7,0
94.0,24194.4,2.89,46.4,0
16.3,13688.3,2.55,64.0,1
69.6,40169.8,2.13,37.6,0
94.6,35206.4,1.89,56.9,0
23.3,34861.4,1.34,60.5,1
36.4,31608.6,3.03,42.4,0
75.2,36080.1,2.77,64.1,0
15.1,40012.7,4.16,40.1,1
59.1,33630.2,0.63,30.5,1
21.6,13386.0,0.28,56.9,0
63.6,26312.0,3.21,71.5,1
34.5,49439.8,3.82,40.1,0
68.8,26446.4,2.21,75.4,0
16.6,42484.4,3.53,45.5,0
35.6,16311.4,0.79,28.4,0
21.6,21494.2,4.52,29.6,0
29.3,47229.0,0.42,35.9,1
90.6,42217.9,3.76,78.7,0
54.2,28354.7,0.9,57.2,0
98.0,45469.4,1.92,77.1,0
86.6,29984.8,3.68,79.4,1
93.8,33784.6,1.04,30.5,0
40.6,47667.4,0.3,50.3,1
20.9,11264.0,1.23,54.2,1
85.7,30473.7,1.89,37.3,0
11.8,17967.4,1.37,49.8,1
99.4,31081.5,1.12,70.2,1
74.8,43507.0,3.49,34.9,1
66.3,10688.1,0.64,38.6,0
66.4,36086.0,4.39,40.8,1
52.4,47287.0,3.02,45.8,0
67.9,47522.5,4.43,58.0,1
77.5,40272.5,1.13,40.3,0
77.1,46558.0,4.54,20.7,1
70.6,43871.7,4.46,63.4,0
89.1,26006.1,0.13,68.8,0
40.1,46979.1,3.4,68.6,0
86.5,21139.5,0.66,42.3,0
19.2,44769.7,3.28,35.1,0
26.4,29550.6,4.95,66.5,0
73.6,13895.7,3.2,72.3,1
86.9,24254.5,0.25,58.4,1
21.2,19824.1,4.82,27.9,1
77.2,44088.2,1.07,56.5,0
71.4,29653.9,2.3,35.0,1
95.5,47609.9,1.89,49.8,1
88.2,18141.2,4.58,34.3,0
78.8,21756.5,3.04,76.0,0
99.2,15556.4,2.15,79.6,1
14.0,28008.4,0.1,33.7,1
94.0,38588.0,4.21,44.4,1
30.1,37226.8,3.7,73.3,1
18.1,26027.8,4.15,69.4,0
18.1,37718.1,4.94,69.8,1
66.6,43198.3,3.75,39.6,1
46.9,36756.9,2.35,69.3,0
89.3,39978.7,2.43,32.8,0
96.9,25189.1,4.74,45.0,1
10.8,38923.2,0.8,39.6,0
17.6,32874.5,4.71,71.7,0
76.2,39937.6,4.03,79.7,1
49.6,48060.1,4.11,27.2,0
31.2,10083.3,1.9,63.5,1
89.9,43650.7,4.61,56.3,1
56.1,49066.7,1.13,44.2,0
69.9,49020.9,0.86,44.1,0
17.1,41452.6,2.56,75.2,1
57.3,22464.2,4.32,76.0,0
32.2,45748.0,1.18,74.3,1
49.7,44028.4,2.97,42.8,0
50.1,39905.9,1.48,25.8,1
76.1,39811.4,2.38,50.8,0
30.7,21376.3,1.16,56.2,1
99.1,36450.7,0.51,60.2,1
22.7,19048.4,2.88,38.9,0
19.0,20975.0,1.53,74.8,0
27.2,39943.5,1.03,62.5,0
58.6,41581.6,1.14,67.9,1
80.0,33800.1,4.75,37.4,1
23.1,47523.5,2.14,41.5,1
57.5,27242.6,0.28,54.7,0
82.5,46277.7,3.84,34.4,0
76.5,30227.8,2.87,72.3,0
71.7,16424.3,1.36,25.4,0
52.1,32284.2,3.22,28.4,0
11.3,43676.1,0.36,23.2,1
48.9,14778.8,3.8,72.1,1
74.0,45969.2,1.32,79.5,0
17.5,39483.5,3.82,31.0,0
80.5,36441.0,2.35,53.9,1
24.4,42089.6,4.55,78.5,0
36.0,47543.1,1.51,58.1,0
36.1,27266.9,1.96,30.3,0
93.2,19319.5,1.41,26.3,1
84.5,47712.8,1.47,51.5,0
56.9,33139.9,3.17,29.2,1
17.0,21510.9,4.2,26.8,1
68.7,40899.1,1.63,61.3,1
47.1,42870.2,2.91,31.3,0
61.1,49518.0,0.44,36.2,1
10.5,18064.7,1.73,43.5,0
71.9,30687.7,0.38,74.4,1
48.3,40403.8,0.92,47.3,1
82.6,35656.9,0.43,74.8,0
56.5,24886.4,2.51,62.4,0
49.8,36332.2,1.58,28.0,1
97.1,41950.3,0.45,70.5,0
18.0,27710.9,0.68,57.3,0
80.7,22101.3,4.1,38.6,1
79.6,19197.0,0.1,46.4,0
95.0,49439.3,3.79,70.5,0
38.1,45877.3,4.76,42.2,0
37.0,33515.6,0.14,76.1,1
81.0,30181.0,3.32,37.5,0
68.0,49058.2,4.75,34.7,1
65.7,38590.0,3.61,72.2,0
95.8,42838.2,2.3,66.5,0
85.5,16279.5,4.3,53.7,1
61.0,32752.2,3.71,34.6,0
16.7,38282.0,1.3,42.9,0
15.4,22437.2,4.84,24.6,0
14.8,46368.6,3.88,40.4,1
90.9,27096.2,2.27,26.0,1
41.5,35555.2,4.04,60.5,0
88.3,44384.0,4.25,57.8,1
32.1,25821.9,1.93,33.5,1
16.6,34018.1,1.18,24.5,0
36.7,32525.8,1.56,78.9,0
81.8,34267.8,1.3,39.6,0
84.4,35070.0,0.01,20.0,1
37.1,39361.4,0.06,76.8,0
12.5,49842.7,1.62,24.5,0
48.7,41012.6,4.08,21.9,0
43.0,46241.0,1.99,74.8,0
75.4,25113.3,2.31,77.7,0
58.2,23757.1,1.2,20.8,0
75.2,31911.8,0.57,35.8,0
32.5,12955.1,2.32,69.1,0
52.6,49781.0,0.58,31.9,0
89.0,48091.2,0.46,78.9,0
73.5,46528.5,3.63,64.6,0
47.3,25542.9,0.1,41.7,0
29.0,30166.8,4.34,62.9,0
35.4,43131.3,2.93,29.1,0
39.5,24581.7,3.46,68.2,0
43.4,49976.6,1.69,34.8,0
42.0,45191.0,4.99,70.1,0
31.3,45032.1,1.23,21.2,0
72.4,42001.9,2.46,28.4,1
60.4,36441.3,2.54,23.5,0
16.0,10589.7,3.03,37.1,1
61.2,28228.6,0.39,50.2,0
53.8,10630.7,1.31,37.0,1
44.9,13987.6,4.32,76.9,0
42.4,16399.5,0.26,65.4,1
96.1,19835.0,2.47,37.6,1
99.9,24720.7,2.39,77.9,1
68.6,33681.4,4.86,28.4,0
72.0,17343.5,3.89,65.9,0
16.4,32141.4,3.45,64.7,0
16.3,36365.9,3.33,35.8,1
15.6,10928.4,4.54,72.3,0
92.8,48689.6,3.67,79.2,1
24.8,17044.6,4.02,39.7,1
46.3,31762.6,0.96,59.9,0
42.3,13972.5,1.69,68.7,1
72.4,41251.5,3.76,56.9,1
45.3,34308.9,1.36,34.7,0
32.0,37258.3,0.65,58.5,0
82.9,30905.3,0.5,69.7,1
84.0,28376.8,4.9,44.0,0
59.7,18918.1,3.97,39.2,0
46.4,25088.6,3.78,27.5,0
85.9,46786.0,2.81,34.0,1
72.2,11714.4,4.11,52.2,1
96.6,10163.8,0.55,53.0,1
13.3,37446.5,4.15,50.2,1
61.9,37527.4,4.74,71.8,1
91.0,23626.4,4.82,43.5,0
62.7,35126.4,2.27,57.4,0
79.2,12059.4,1.52,60.9,1
58.7,41856.7,1.33,39.1,1
54.5,19539.2,3.38,31.2,0
96.5,29269.2,3.69,42.2,1
75.8,47943.3,3.24,66.8,0
50.5,38875.9,3.07,50.4,0
56.5,41896.3,2.69,23.8,0
41.6,33803.1,1.76,66.8,1
78.5,42081.5,1.51,40.1,0
41.9,23549.8,0.29,31.9,1
